iter	RMSE
446	0.1667463458
447	0.1664394598
448	0.1661311533
449	0.1657280475
450	0.1654416447
451	0.1651478374
452	0.1648143889
453	0.1645340845
454	0.1643238662
455	0.1641784989
456	0.1639685232
457	0.1636952266
458	0.1634767865
459	0.1632074838
460	0.1629224307
461	0.1626715316
462	0.1624506118
463	0.162139631
464	0.1618389639
465	0.1615538892
466	0.161262012
467	0.1610488223
468	0.1607945602
469	0.1606666958
470	0.1601510173
471	0.1597341915
472	0.1595336263
473	0.159213121
474	0.1589268927
475	0.1586770302
476	0.1583238395
477	0.1581209074
478	0.1578600293
479	0.1575706475
480	0.1571277461
481	0.1568501311
482	0.1565657033
483	0.1563367322
484	0.1561002156
485	0.1558415758
486	0.155600589
487	0.1553828563
488	0.1551163533
489	0.154859474
490	0.1546543704
491	0.1543747278
492	0.1541278797
493	0.1538784593
494	0.1536413556
495	0.1533213037
496	0.1530889485
497	0.1528704274
498	0.1526284652
499	0.152402058
500	0.1521623872
501	0.1519569131
502	0.1517351856
503	0.1515406702
504	0.1512796446
505	0.1510642483
506	0.1506504094
507	0.1504640207
508	0.1503091066
509	0.150121138
510	0.1499488016
511	0.1496792932
512	0.1495010399
513	0.1493704568
514	0.1492025355
515	0.1489431743
516	0.1487204877
517	0.1485184913
518	0.1482572741
519	0.1480257735
520	0.1478611722
521	0.1475021809
522	0.1472513607
523	0.1468692665
524	0.1467207021
525	0.1465609732
526	0.1462340845
527	0.1460750172
528	0.145957728
529	0.1457744241
530	0.1453305805
531	0.1451565206
532	0.1448785834
533	0.1446211813
534	0.1444301486
535	0.1442344326
536	0.144049466
537	0.1439026399
538	0.1437317118
539	0.1435828089
540	0.1431616312
541	0.1430213378
542	0.1428258162
543	0.1426894924
544	0.1425033356
545	0.1422078547
546	0.1420454296
547	0.1419018599
548	0.1417078524
549	0.1413800719
550	0.141195811
551	0.1410395232
552	0.1408630636
553	0.1405369076
554	0.1403662921
555	0.140199243
556	0.1400033091
557	0.1398277505
558	0.1396008686
559	0.1394574044
560	0.1393583419
561	0.1391571913
562	0.1390017624
563	0.1388084619
564	0.138624636
565	0.1385129984
566	0.138323479
567	0.1381888209
568	0.1380877862
569	0.1379059666
570	0.1375336397
571	0.1373927728
572	0.1372398069
573	0.137128795
574	0.1370121264
575	0.1368926973
576	0.1366076666
577	0.1363984098
578	0.1362661482
579	0.1358868808
580	0.1356013943
581	0.1354448336
582	0.1350785337
583	0.1349222898
584	0.1347720954
585	0.1346152275
586	0.134497481
587	0.1343470421
588	0.1342247639
589	0.1340433288
590	0.1339299172
591	0.1336289981
592	0.1333318297
593	0.1332195983
594	0.1331047914
595	0.133020042
596	0.1329080172
597	0.1327974549
598	0.1326024378
599	0.1325219745
600	0.132255254
601	0.1321571487
602	0.1319618504
603	0.1318189555
604	0.1316766243
605	0.1314891675
606	0.1313076875
607	0.1311612749
608	0.1310719082
609	0.1308498131
610	0.1307132594
611	0.130502904
612	0.1301815228
613	0.1300696263
614	0.1298936054
615	0.1297277567
616	0.1296117606
617	0.1294807264
618	0.1293614027
619	0.1292628114
620	0.1291441817
621	0.1289428526
622	0.128788846
623	0.128542179
624	0.1284408145
625	0.1282831893
626	0.1281868663
627	0.1279414313
628	0.1277938326
629	0.1276080139
630	0.127546049
631	0.1274549373
632	0.1273178349
633	0.1271768559
634	0.1270299475
635	0.1268846619
636	0.126789793
637	0.1266317626
638	0.1264944193
639	0.1263674672
640	0.1262528755
641	0.1260703089
642	0.1258600356
643	0.1256515698
644	0.1253097983
645	0.1251845857
646	0.1250750559
647	0.1249252556
648	0.1248621151
649	0.1247405427
650	0.124509626
651	0.1244241522
652	0.1241215998
653	0.1240239054
654	0.1238404866
655	0.123634088
656	0.1234981328
657	0.1232673723
658	0.1230829022
659	0.1229929303
660	0.1228693864
661	0.1227711476
662	0.1226685458
663	0.1225078468
664	0.1224150118
665	0.1223168542
666	0.1221396192
667	0.1220589112
668	0.1219368243
669	0.1218250505
670	0.1216924022
671	0.1216219578
672	0.1215079535
673	0.1213901569
674	0.1212749215
675	0.1211000455
676	0.1210404179
677	0.1208749877
678	0.1207978832
679	0.1206955864
680	0.120540894
681	0.120386736
682	0.1202527576
683	0.1201607492
684	0.1198768296
685	0.119618317
686	0.1194728346
687	0.1193266715
688	0.119017979
689	0.1188333781
690	0.1186610575
691	0.1185831177
692	0.118484113
693	0.1183966022
694	0.1182866284
695	0.1182013545
696	0.1180940532
697	0.1179348975
698	0.1178305898
699	0.1177133705
700	0.1176105839
701	0.1174849861
702	0.1174055728
703	0.1173067975
704	0.1172057651
705	0.1171201255
706	0.1168448349
707	0.1167687382
708	0.1166678793
709	0.1165478431
710	0.1164965936
711	0.1163840157
712	0.1161864305
713	0.116056735
714	0.1159067867
715	0.1158339019
716	0.115560762
717	0.1154031688
718	0.1152845773
719	0.1152054875
720	0.1150186658
721	0.1149440574
722	0.1147915649
723	0.114719595
724	0.1145565433
725	0.1142885789
726	0.1141952976
727	0.1140062487
728	0.1137571809
729	0.1136477422
730	0.1135487288
731	0.1135000463
732	0.1134515494
733	0.1132998007
734	0.1132065532
735	0.1131336512
736	0.113049184
737	0.1129062551
738	0.112658337
739	0.112569744
740	0.1124567017
741	0.1122155713
742	0.1120807004
743	0.1119475747
744	0.1118417851
745	0.1117643412
746	0.1116259188
747	0.1114095535
748	0.1112972169
749	0.1111680582
750	0.1110600699
751	0.1108403517
752	0.1107742264
753	0.110747504
754	0.1105477062
755	0.1104253742
756	0.1102743173
757	0.1102059761
758	0.1101024104
759	0.1100388779
760	0.109916703
761	0.1096935385
762	0.1096272772
763	0.1094004054
764	0.109301533
765	0.1092285404
766	0.1091017741
767	0.1090200028
768	0.1088933959
769	0.1088562825
770	0.1087134936
771	0.1085913833
772	0.1085133844
773	0.1084347927
774	0.1082918321
775	0.1081724382
776	0.1081060073
777	0.1078451896
778	0.1077391872
779	0.1076375817
780	0.1075555253
781	0.10743766
782	0.1072854332
783	0.1071748087
784	0.107130886
785	0.1069837071
786	0.1069627361
787	0.1068700312
788	0.1067585229
789	0.1067164238
790	0.1064877152
791	0.1063311683
792	0.1062626039
793	0.1062107309
794	0.1061335726
795	0.1060746405
796	0.1060021589
797	0.1059524974
798	0.1057959964
799	0.1056780859
