iter	Passed	Remaining
554	1113	2900
555	1115	2897
556	1117	2894
557	1118	2890
558	1120	2887
559	1121	2884
560	1123	2881
561	1125	2879
562	1127	2876
563	1128	2873
564	1130	2870
565	1131	2867
566	1133	2865
567	1135	2861
568	1136	2858
569	1138	2856
570	1140	2854
571	1142	2851
572	1143	2848
573	1145	2845
574	1147	2843
575	1149	2840
576	1150	2837
577	1152	2834
578	1154	2832
579	1156	2830
580	1157	2827
581	1159	2824
582	1160	2821
583	1162	2818
584	1164	2816
585	1165	2813
586	1168	2811
587	1169	2809
588	1171	2806
589	1173	2803
590	1174	2800
591	1176	2797
592	1177	2794
593	1179	2791
594	1180	2788
595	1182	2785
596	1184	2783
597	1186	2780
598	1187	2778
599	1189	2775
600	1190	2772
601	1192	2769
602	1194	2766
603	1195	2764
604	1197	2761
605	1199	2759
606	1202	2758
607	1204	2756
608	1205	2754
609	1207	2751
610	1209	2748
611	1210	2746
612	1212	2744
613	1214	2741
614	1216	2738
615	1218	2737
616	1219	2734
617	1221	2731
618	1222	2728
619	1224	2725
620	1225	2722
621	1227	2719
622	1229	2716
623	1230	2713
624	1233	2713
625	1235	2712
626	1237	2709
627	1239	2706
628	1240	2704
629	1242	2701
630	1243	2698
631	1245	2695
632	1247	2693
633	1249	2691
634	1250	2688
635	1252	2686
636	1254	2683
637	1255	2680
638	1257	2678
639	1259	2675
640	1260	2673
641	1262	2670
642	1264	2669
643	1266	2666
644	1268	2664
645	1269	2661
646	1271	2658
647	1272	2655
648	1274	2653
649	1276	2650
650	1277	2647
651	1279	2644
652	1280	2642
653	1282	2639
654	1284	2636
655	1285	2633
656	1286	2630
657	1288	2627
658	1290	2625
659	1291	2622
660	1292	2619
661	1294	2616
662	1296	2613
663	1297	2611
664	1299	2608
665	1301	2606
666	1302	2603
667	1304	2601
668	1306	2598
669	1307	2596
670	1309	2593
671	1311	2591
672	1313	2589
673	1315	2587
674	1316	2584
675	1318	2581
676	1319	2579
677	1321	2577
678	1323	2575
679	1325	2572
680	1327	2570
681	1328	2568
682	1330	2565
683	1332	2563
684	1334	2560
685	1335	2558
686	1337	2555
687	1338	2553
688	1340	2550
689	1342	2548
690	1344	2546
691	1345	2543
692	1347	2541
693	1349	2538
694	1350	2536
695	1352	2534
696	1354	2532
697	1356	2529
698	1358	2527
699	1360	2525
700	1361	2523
701	1363	2521
702	1365	2519
703	1367	2517
704	1369	2515
705	1371	2513
706	1372	2510
707	1374	2508
708	1376	2506
709	1378	2504
710	1380	2502
711	1382	2500
712	1384	2498
713	1386	2496
714	1388	2495
715	1390	2493
716	1392	2491
717	1394	2489
718	1396	2487
719	1398	2485
720	1399	2483
721	1401	2480
722	1403	2478
723	1404	2476
724	1406	2473
725	1408	2471
726	1410	2469
727	1411	2467
728	1413	2464
729	1415	2462
730	1417	2460
731	1419	2459
732	1422	2458
733	1424	2456
734	1426	2454
735	1428	2452
736	1429	2450
737	1432	2448
738	1434	2447
739	1436	2446
740	1439	2445
741	1441	2443
742	1442	2440
743	1444	2438
744	1445	2435
745	1447	2433
746	1449	2431
747	1450	2428
748	1452	2426
749	1454	2424
750	1456	2421
751	1458	2420
752	1460	2418
753	1462	2416
754	1463	2413
755	1465	2411
756	1466	2408
757	1468	2406
758	1470	2404
759	1471	2401
760	1473	2399
761	1475	2396
762	1476	2394
763	1478	2391
764	1480	2389
765	1481	2387
766	1483	2385
767	1485	2383
768	1487	2381
769	1489	2379
770	1491	2377
771	1493	2375
772	1494	2372
773	1496	2370
774	1498	2368
775	1500	2366
776	1501	2363
777	1503	2361
778	1504	2358
779	1506	2356
780	1508	2354
781	1510	2351
782	1511	2349
783	1513	2347
784	1515	2344
785	1516	2342
786	1518	2340
787	1520	2337
788	1521	2335
789	1523	2333
790	1525	2331
791	1527	2329
792	1528	2326
793	1530	2324
794	1531	2321
795	1533	2319
796	1535	2317
797	1536	2315
798	1538	2312
799	1540	2310
800	1542	2308
801	1544	2306
802	1545	2304
803	1547	2302
804	1549	2300
805	1551	2298
806	1553	2296
807	1555	2294
808	1556	2292
809	1558	2289
810	1560	2287
811	1562	2285
812	1563	2283
813	1565	2280
814	1566	2278
815	1568	2275
816	1569	2273
817	1571	2270
818	1572	2268
819	1574	2265
820	1576	2263
821	1577	2261
822	1579	2259
823	1581	2256
824	1583	2254
825	1584	2252
826	1586	2250
827	1588	2248
828	1589	2245
829	1591	2243
830	1593	2241
831	1595	2239
832	1597	2238
833	1599	2236
834	1601	2234
835	1604	2233
836	1606	2231
837	1608	2231
838	1610	2229
839	1613	2227
840	1615	2225
841	1617	2224
842	1619	2223
843	1622	2221
844	1624	2219
845	1625	2217
846	1628	2216
847	1630	2214
848	1632	2213
849	1634	2211
850	1636	2209
851	1638	2208
852	1640	2206
853	1643	2204
854	1645	2203
855	1647	2201
856	1649	2199
857	1651	2198
858	1653	2196
859	1655	2193
860	1656	2191
861	1658	2189
862	1660	2187
863	1661	2185
864	1663	2182
865	1665	2180
866	1666	2177
867	1668	2175
868	1669	2173
869	1671	2170
870	1673	2168
871	1674	2166
872	1676	2164
873	1678	2162
874	1679	2159
875	1681	2157
876	1684	2156
877	1685	2154
878	1687	2152
879	1689	2150
880	1691	2148
881	1692	2145
882	1694	2143
883	1696	2141
884	1697	2138
885	1699	2137
886	1701	2135
887	1703	2133
888	1705	2131
889	1707	2129
890	1709	2127
891	1711	2125
892	1713	2123
893	1714	2121
894	1716	2119
895	1718	2117
896	1720	2115
897	1722	2113
898	1723	2111
899	1725	2108
900	1726	2106
901	1728	2103
902	1729	2101
903	1731	2099
904	1733	2097
905	1734	2094
906	1736	2092
907	1737	2090
908	1739	2087
909	1741	2085
910	1743	2083
911	1744	2081
912	1746	2079
913	1747	2076
914	1749	2074
915	1751	2073
916	1753	2071
917	1755	2069
918	1756	2066
919	1758	2064
920	1760	2062
921	1762	2061
922	1764	2059
923	1766	2056
924	1768	2055
925	1770	2053
926	1771	2050
927	1773	2048
928	1775	2047
929	1777	2045
930	1779	2043
931	1781	2041
932	1783	2040
933	1785	2038
934	1787	2036
935	1789	2034
936	1790	2031
937	1792	2029
938	1794	2027
939	1796	2025
940	1798	2023
941	1800	2021
942	1801	2019
943	1803	2017
944	1805	2015
945	1806	2013
946	1808	2011
947	1810	2009
948	1812	2007
949	1814	2005
950	1816	2003
951	1817	2001
952	1820	1999
953	1821	1997
954	1823	1995
955	1825	1994
956	1827	1992
957	1829	1990
958	1831	1988
959	1833	1985
960	1834	1983
961	1836	1981
962	1838	1979
963	1840	1977
964	1841	1975
965	1843	1973
966	1845	1971
967	1847	1969
968	1849	1967
969	1850	1965
970	1852	1963
971	1854	1961
972	1856	1959
973	1858	1957
974	1860	1956
975	1863	1954
976	1865	1952
977	1867	1951
978	1868	1949
979	1870	1946
980	1872	1944
981	1874	1942
982	1876	1941
983	1878	1939
984	1880	1937
985	1882	1935
986	1884	1934
987	1886	1932
988	1888	1930
989	1890	1928
990	1893	1927
991	1895	1926
992	1897	1924
993	1899	1922
994	1901	1920
995	1903	1918
996	1904	1916
997	1906	1914
998	1910	1914
999	1913	1913
1000	1915	1911
1001	1916	1909
1002	1918	1907
1003	1920	1905
1004	1922	1903
1005	1924	1901
1006	1926	1899
1007	1928	1898
1008	1930	1896
1009	1932	1894
1010	1934	1892
1011	1936	1891
1012	1940	1890
1013	1942	1888
1014	1944	1886
1015	1946	1884
1016	1948	1883
1017	1951	1882
1018	1953	1881
1019	1956	1880
1020	1959	1878
1021	1961	1876
1022	1962	1874
1023	1964	1872
1024	1966	1870
1025	1968	1868
1026	1970	1866
1027	1971	1864
1028	1973	1862
1029	1975	1860
1030	1977	1858
1031	1978	1855
1032	1980	1853
1033	1981	1851
1034	1984	1849
1035	1986	1848
1036	1988	1846
1037	1989	1844
1038	1991	1841
1039	1992	1839
1040	1994	1837
1041	1996	1835
1042	1998	1833
1043	2000	1831
1044	2002	1829
1045	2003	1827
1046	2005	1825
1047	2007	1823
1048	2008	1820
1049	2010	1818
1050	2012	1816
1051	2013	1814
1052	2015	1812
1053	2017	1810
1054	2019	1808
1055	2020	1806
1056	2022	1804
1057	2024	1802
1058	2026	1800
1059	2028	1798
1060	2029	1796
1061	2031	1794
1062	2033	1792
1063	2035	1790
1064	2037	1788
1065	2038	1786
1066	2040	1784
1067	2042	1782
1068	2044	1780
1069	2046	1778
1070	2048	1776
1071	2049	1774
1072	2051	1772
1073	2053	1770
1074	2054	1767
1075	2056	1765
1076	2058	1763
1077	2059	1761
1078	2061	1759
1079	2063	1757
1080	2065	1755
1081	2066	1753
1082	2068	1751
1083	2070	1749
1084	2072	1747
1085	2073	1745
1086	2075	1743
1087	2077	1741
1088	2079	1739
1089	2081	1737
1090	2082	1735
1091	2084	1733
1092	2086	1731
1093	2087	1729
1094	2089	1727
1095	2091	1725
1096	2093	1723
1097	2095	1721
1098	2097	1719
1099	2098	1717
1100	2100	1715
1101	2102	1713
1102	2104	1711
1103	2106	1709
1104	2109	1708
1105	2110	1706
1106	2112	1704
1107	2114	1702
1108	2116	1700
1109	2117	1697
1110	2119	1695
1111	2120	1693
1112	2122	1691
1113	2124	1689
1114	2126	1687
1115	2127	1685
1116	2129	1683
1117	2130	1681
1118	2132	1679
1119	2135	1677
1120	2136	1675
1121	2139	1673
1122	2140	1671
1123	2142	1670
1124	2144	1668
1125	2146	1666
1126	2148	1664
1127	2149	1662
1128	2151	1660
1129	2153	1657
1130	2155	1655
1131	2156	1653
1132	2158	1652
1133	2161	1650
1134	2162	1648
1135	2164	1646
1136	2166	1644
1137	2168	1642
1138	2170	1640
1139	2172	1639
1140	2175	1637
1141	2177	1635
1142	2178	1633
1143	2180	1631
1144	2181	1629
1145	2183	1627
1146	2185	1624
1147	2187	1623
1148	2188	1621
1149	2190	1619
1150	2192	1617
1151	2194	1615
1152	2195	1613
1153	2197	1611
1154	2199	1609
1155	2201	1607
1156	2202	1605
1157	2205	1603
1158	2206	1601
1159	2208	1599
1160	2210	1597
1161	2212	1595
1162	2214	1593
1163	2216	1591
1164	2218	1589
1165	2219	1587
1166	2221	1585
1167	2223	1583
1168	2224	1581
1169	2226	1579
1170	2228	1577
1171	2229	1575
1172	2231	1573
1173	2233	1571
1174	2234	1569
1175	2236	1567
1176	2238	1565
1177	2239	1562
1178	2241	1560
1179	2243	1558
1180	2245	1557
1181	2247	1555
1182	2248	1553
1183	2250	1551
1184	2252	1549
1185	2253	1546
1186	2255	1544
1187	2257	1543
1188	2259	1541
1189	2261	1539
1190	2263	1537
1191	2265	1535
1192	2267	1533
1193	2269	1532
1194	2271	1530
1195	2273	1528
1196	2275	1526
1197	2276	1524
1198	2279	1522
1199	2280	1520
1200	2282	1518
1201	2284	1516
1202	2285	1514
1203	2287	1512
1204	2289	1510
1205	2291	1508
1206	2292	1506
1207	2294	1504
1208	2296	1502
1209	2297	1500
1210	2299	1498
1211	2301	1496
1212	2303	1494
1213	2305	1492
1214	2306	1490
1215	2308	1488
1216	2309	1486
1217	2311	1484
1218	2313	1481
1219	2315	1480
1220	2316	1478
1221	2318	1476
1222	2320	1474
1223	2321	1471
1224	2323	1469
1225	2325	1467
1226	2326	1465
1227	2328	1463
1228	2330	1462
1229	2332	1460
1230	2334	1458
1231	2336	1456
1232	2337	1454
1233	2339	1452
1234	2341	1450
1235	2343	1448
1236	2346	1447
1237	2348	1445
1238	2349	1443
1239	2351	1441
1240	2353	1439
1241	2354	1437
1242	2356	1434
1243	2357	1432
1244	2359	1430
1245	2361	1428
1246	2363	1427
1247	2365	1425
1248	2367	1423
1249	2368	1421
1250	2370	1419
1251	2372	1417
1252	2374	1415
1253	2376	1413
1254	2378	1412
1255	2380	1409
1256	2381	1407
1257	2383	1405
1258	2385	1403
1259	2386	1401
1260	2388	1399
1261	2389	1397
1262	2391	1395
1263	2393	1393
1264	2394	1391
1265	2396	1389
1266	2398	1387
1267	2399	1385
1268	2401	1383
1269	2403	1381
1270	2405	1379
1271	2406	1377
1272	2408	1375
1273	2410	1373
1274	2412	1371
1275	2414	1370
1276	2416	1368
1277	2418	1366
1278	2420	1364
1279	2421	1362
1280	2424	1360
1281	2426	1358
1282	2428	1357
1283	2431	1355
1284	2432	1353
1285	2434	1351
1286	2437	1350
1287	2439	1348
1288	2441	1346
1289	2442	1344
1290	2444	1342
1291	2446	1340
1292	2448	1338
1293	2449	1336
1294	2451	1334
1295	2453	1332
1296	2455	1331
1297	2457	1329
1298	2459	1327
1299	2461	1325
1300	2462	1323
1301	2464	1321
1302	2466	1319
1303	2468	1317
1304	2470	1315
1305	2472	1314
1306	2474	1312
1307	2476	1310
1308	2478	1308
1309	2480	1306
1310	2482	1304
1311	2483	1302
1312	2486	1300
1313	2488	1299
1314	2490	1297
1315	2492	1295
1316	2494	1293
1317	2496	1291
1318	2499	1290
1319	2501	1288
1320	2503	1286
1321	2505	1284
1322	2506	1282
1323	2508	1280
1324	2510	1278
1325	2512	1276
1326	2514	1275
1327	2515	1273
1328	2517	1271
1329	2519	1269
1330	2521	1267
1331	2523	1265
1332	2525	1263
1333	2527	1261
1334	2528	1259
1335	2531	1257
1336	2532	1255
1337	2534	1253
1338	2536	1251
1339	2537	1249
1340	2539	1247
1341	2541	1246
1342	2543	1244
1343	2545	1242
1344	2547	1240
1345	2549	1238
1346	2551	1236
1347	2553	1235
1348	2555	1233
1349	2557	1231
1350	2559	1229
1351	2560	1227
1352	2562	1225
1353	2564	1223
1354	2566	1221
1355	2567	1219
1356	2569	1217
1357	2572	1215
1358	2573	1214
1359	2575	1211
1360	2576	1209
1361	2578	1207
1362	2580	1206
1363	2582	1204
1364	2584	1202
1365	2585	1200
1366	2587	1198
1367	2589	1196
1368	2590	1194
1369	2592	1192
1370	2594	1190
1371	2595	1188
1372	2597	1186
1373	2599	1184
1374	2601	1182
1375	2603	1180
1376	2605	1178
1377	2606	1176
1378	2608	1174
1379	2610	1172
1380	2611	1170
1381	2613	1168
1382	2615	1166
1383	2616	1164
1384	2618	1162
1385	2619	1160
1386	2621	1158
1387	2622	1156
1388	2624	1154
1389	2626	1152
1390	2628	1150
1391	2629	1148
1392	2631	1146
1393	2633	1144
1394	2634	1142
1395	2636	1140
1396	2638	1138
1397	2640	1136
1398	2641	1134
1399	2644	1133
1400	2645	1131
1401	2647	1129
1402	2649	1127
1403	2650	1125
1404	2652	1123
1405	2654	1121
1406	2656	1119
1407	2658	1117
1408	2661	1116
1409	2663	1114
1410	2664	1112
1411	2666	1110
1412	2668	1108
1413	2670	1106
1414	2672	1104
1415	2674	1102
1416	2675	1100
1417	2677	1099
1418	2679	1097
1419	2680	1095
1420	2682	1093
1421	2684	1091
1422	2685	1089
1423	2687	1087
1424	2689	1085
1425	2691	1083
1426	2693	1081
1427	2694	1079
1428	2696	1077
1429	2698	1075
1430	2699	1073
1431	2701	1071
1432	2702	1069
1433	2704	1067
1434	2706	1065
1435	2707	1063
1436	2709	1061
1437	2711	1059
1438	2712	1057
1439	2714	1055
1440	2716	1053
1441	2718	1051
1442	2720	1050
1443	2722	1048
1444	2723	1046
1445	2725	1044
1446	2726	1042
1447	2728	1040
1448	2730	1038
1449	2731	1036
1450	2733	1034
1451	2735	1032
1452	2737	1030
1453	2739	1028
1454	2740	1026
1455	2742	1024
1456	2743	1022
1457	2745	1020
1458	2747	1018
1459	2748	1016
1460	2750	1014
1461	2752	1012
1462	2753	1010
1463	2755	1008
1464	2757	1006
1465	2758	1004
1466	2760	1002
1467	2762	1001
1468	2764	999
1469	2766	997
1470	2769	995
1471	2771	993
1472	2772	991
1473	2774	989
1474	2775	988
1475	2777	986
1476	2779	984
1477	2781	982
1478	2782	980
1479	2784	978
1480	2785	976
1481	2787	974
1482	2789	972
1483	2790	970
1484	2792	968
1485	2794	966
1486	2796	964
1487	2798	963
1488	2800	961
1489	2802	959
1490	2803	957
1491	2805	955
1492	2807	953
1493	2808	951
1494	2810	949
1495	2812	947
1496	2814	945
1497	2816	943
1498	2818	941
1499	2819	939
1500	2821	938
1501	2823	936
1502	2825	934
1503	2826	932
1504	2829	930
1505	2831	928
1506	2832	926
1507	2834	924
1508	2836	922
1509	2837	920
1510	2839	918
1511	2840	916
1512	2842	914
1513	2844	912
1514	2845	911
1515	2847	909
1516	2849	907
1517	2850	905
1518	2852	903
1519	2853	901
1520	2855	899
1521	2856	897
1522	2858	895
1523	2860	893
1524	2861	891
1525	2864	889
1526	2865	887
1527	2867	885
1528	2869	883
1529	2870	881
1530	2872	879
1531	2874	878
1532	2876	876
1533	2878	874
1534	2880	872
1535	2881	870
1536	2883	868
1537	2885	866
1538	2886	864
1539	2888	862
1540	2890	861
1541	2892	859
1542	2894	857
1543	2897	855
1544	2899	853
1545	2901	852
1546	2903	850
1547	2905	848
1548	2907	846
1549	2909	844
1550	2911	842
1551	2913	840
1552	2915	839
1553	2917	837
1554	2919	835
1555	2921	833
1556	2923	831
1557	2925	830
1558	2927	828
1559	2929	826
1560	2931	824
1561	2933	822
1562	2935	820
1563	2937	818
1564	2938	816
1565	2941	815
1566	2943	813
1567	2945	811
1568	2948	810
1569	2950	808
1570	2953	806
1571	2955	804
1572	2957	802
1573	2959	800
1574	2961	799
1575	2963	797
1576	2965	795
1577	2967	793
1578	2969	791
1579	2971	789
1580	2973	788
1581	2975	786
1582	2977	784
1583	2979	782
1584	2981	780
1585	2983	778
1586	2985	776
1587	2987	775
1588	2990	773
1589	2992	771
1590	2994	769
1591	2996	767
1592	2997	765
1593	2999	764
1594	3001	762
1595	3003	760
1596	3005	758
1597	3007	756
1598	3009	754
1599	3011	752
1600	3014	751
1601	3018	749
1602	3020	748
1603	3022	746
1604	3024	744
1605	3026	742
1606	3028	740
1607	3030	738
1608	3032	737
1609	3034	735
1610	3036	733
1611	3038	731
1612	3040	729
1613	3042	727
1614	3043	725
1615	3045	723
1616	3048	721
1617	3049	720
1618	3051	718
1619	3053	716
1620	3054	714
1621	3056	712
1622	3058	710
1623	3059	708
1624	3061	706
1625	3063	704
1626	3064	702
1627	3066	700
1628	3067	698
1629	3069	696
1630	3071	694
1631	3072	692
1632	3074	690
1633	3076	689
1634	3077	687
1635	3079	685
1636	3081	683
1637	3083	681
1638	3085	679
1639	3086	677
1640	3088	675
1641	3090	673
1642	3092	671
1643	3094	670
1644	3095	668
1645	3097	666
1646	3099	664
1647	3101	662
1648	3103	660
1649	3105	658
1650	3107	656
1651	3109	655
1652	3111	653
1653	3112	651
1654	3114	649
1655	3115	647
1656	3117	645
1657	3119	643
1658	3121	641
1659	3122	639
1660	3125	637
1661	3127	635
1662	3128	634
1663	3130	632
1664	3132	630
1665	3133	628
1666	3135	626
1667	3137	624
1668	3139	622
1669	3140	620
1670	3142	618
1671	3144	616
1672	3146	615
1673	3148	613
1674	3150	611
1675	3152	609
1676	3154	607
1677	3156	605
1678	3157	603
1679	3159	601
1680	3160	599
1681	3162	597
1682	3164	595
1683	3165	594
1684	3167	592
1685	3169	590
1686	3170	588
1687	3172	586
1688	3174	584
1689	3176	582
1690	3177	580
1691	3179	578
1692	3180	576
1693	3182	574
1694	3184	572
1695	3185	571
1696	3187	569
1697	3189	567
1698	3191	565
1699	3192	563
1700	3194	561
1701	3196	559
1702	3197	557
1703	3199	555
1704	3201	553
1705	3203	552
1706	3205	550
1707	3207	548
1708	3209	546
1709	3210	544
1710	3212	542
1711	3214	540
1712	3216	538
1713	3218	537
1714	3220	535
1715	3221	533
1716	3223	531
1717	3224	529
1718	3226	527
1719	3228	525
1720	3229	523
1721	3231	521
1722	3233	519
1723	3234	517
1724	3236	516
1725	3238	514
1726	3240	512
1727	3241	510
1728	3244	508
1729	3246	506
1730	3248	504
1731	3250	502
1732	3252	501
1733	3254	499
1734	3257	497
1735	3259	495
1736	3261	493
1737	3263	491
1738	3265	490
1739	3267	488
1740	3269	486
1741	3271	484
1742	3273	482
1743	3276	480
1744	3278	479
1745	3280	477
1746	3282	475
1747	3284	473
1748	3286	471
