iter	RMSE
239	0.187472183
240	0.1862362085
241	0.1851616526
242	0.1845940522
243	0.1840005233
244	0.1833288395
245	0.1827721434
246	0.1819692312
247	0.1813550432
248	0.1808253095
249	0.1801159143
250	0.1792256476
251	0.179070471
252	0.1781028976
253	0.1779593594
254	0.1775083477
255	0.1769526324
256	0.1765336466
257	0.1763924507
258	0.1755094274
259	0.1748610486
260	0.1745528059
261	0.1739358465
262	0.1732181272
263	0.1724066229
264	0.1718287172
265	0.1714236526
266	0.1708144899
267	0.1701796576
268	0.1696129335
269	0.1690331269
270	0.168538084
271	0.1678772324
272	0.1675402184
273	0.1668037422
274	0.1661182346
275	0.1655302345
276	0.1649988894
277	0.164375973
278	0.1638563564
279	0.163263192
280	0.1628446508
281	0.1623145258
282	0.1618386175
283	0.1613474453
284	0.1611789814
285	0.1609092518
286	0.1600806526
287	0.1595275119
288	0.1591905733
289	0.1586481756
290	0.1578619775
291	0.1569514467
292	0.1566947683
293	0.1562535781
294	0.1556049458
295	0.1551354226
296	0.1546643409
297	0.1541624798
298	0.1536882283
299	0.153373692
300	0.1530700716
301	0.1525703907
302	0.1522688091
303	0.1519149803
304	0.1511700572
305	0.1509903204
306	0.1506812797
307	0.1505612343
308	0.1500736658
309	0.1497034114
310	0.1493282921
311	0.1491839262
312	0.1489106374
313	0.1485166236
314	0.147871942
315	0.1472912021
316	0.1469576788
317	0.1465041065
318	0.145701035
319	0.1454389095
320	0.1450274722
321	0.1446971661
322	0.1441421249
323	0.1435884683
324	0.1429658311
325	0.1426325927
326	0.1423702811
327	0.1420777756
328	0.1416926503
329	0.1414156272
330	0.1408730555
331	0.1401876919
332	0.139787871
333	0.1395462144
334	0.1389313255
335	0.138567867
336	0.1381024999
337	0.1376702119
338	0.1373409412
339	0.1369860661
340	0.1365674102
341	0.1363001137
342	0.1359472956
343	0.1356405049
344	0.1354607418
345	0.1351243841
346	0.1349465236
347	0.1343617449
348	0.1341551491
349	0.1335857572
350	0.1331695934
351	0.1327192482
352	0.132227471
353	0.1319375885
354	0.13165663
355	0.1314028435
356	0.1312202052
357	0.1309667669
358	0.1306840491
359	0.1304631181
360	0.1302311649
361	0.1298222636
362	0.129679144
363	0.1291994214
364	0.1290080741
365	0.1287561328
366	0.1283486128
367	0.1280192494
368	0.1277141462
369	0.1273299615
370	0.1270965868
371	0.1267721823
372	0.1266163566
373	0.1261589002
374	0.1258146846
375	0.12554493
376	0.1254779138
377	0.1252031768
378	0.1250590811
379	0.1248128252
380	0.1243937037
381	0.1241555562
382	0.1239855199
383	0.1238767346
384	0.1236430852
385	0.1233856043
386	0.1231685989
387	0.1229044676
388	0.1227057883
389	0.1224986279
390	0.1221729245
391	0.1219751632
392	0.1217092111
393	0.1213839403
394	0.1212428882
395	0.1210088263
396	0.1206246384
397	0.120484256
398	0.1200458315
399	0.119862382
400	0.1196704999
401	0.1194897886
402	0.1190151761
403	0.1188333838
404	0.1185305093
405	0.1183579476
406	0.1181677437
407	0.1179303492
408	0.1175280807
409	0.1172232383
410	0.1168370589
411	0.1166845217
412	0.1164455145
413	0.1163315204
414	0.116098834
415	0.1159399994
416	0.115720052
417	0.1154138582
418	0.11513597
419	0.1149389187
420	0.1146744266
421	0.11452773
422	0.1141741049
423	0.1137529673
424	0.1135215115
425	0.1132121678
426	0.1129023167
427	0.1125793027
428	0.112220369
429	0.1120521178
430	0.1118122151
431	0.1116419901
432	0.1114408442
433	0.111137566
434	0.110829386
435	0.1104648211
436	0.1101328744
437	0.1099819186
438	0.1096923168
439	0.1093531366
440	0.10903723
441	0.108817242
442	0.1085648028
443	0.1083769839
444	0.1081297665
445	0.1079852014
446	0.1078244781
447	0.107621134
448	0.107304047
449	0.1070564732
450	0.1068406367
451	0.1067275117
452	0.106393347
453	0.1061233017
454	0.105823354
455	0.1056260046
456	0.1054878831
457	0.1053006896
458	0.1051621466
459	0.104994621
460	0.1049139988
461	0.1047247069
462	0.1045212175
463	0.1043035084
464	0.1041505361
465	0.1039138186
466	0.1036253073
467	0.1034421137
468	0.1033410346
469	0.1031122979
470	0.1029311399
471	0.1028428643
472	0.102645567
473	0.1024808201
474	0.1021835548
475	0.1020147041
476	0.1018807381
477	0.1017795896
478	0.1014995092
479	0.10133244
480	0.1011504246
481	0.1009468779
482	0.1007426943
483	0.1004924315
484	0.1003308112
485	0.09999916844
486	0.09983829475
487	0.0997552131
488	0.099574481
489	0.09948072929
490	0.09929286993
491	0.09906161556
492	0.09887457469
493	0.09867534672
494	0.09850635869
495	0.0984249945
496	0.09811196704
497	0.0979804776
498	0.09780234472
499	0.09777120927
500	0.09764320509
501	0.09754780623
502	0.09734818156
503	0.09706489652
504	0.09685260631
505	0.09670621692
506	0.09653763503
507	0.09640934653
508	0.0962185462
509	0.09613438367
510	0.09601933644
511	0.0959025908
512	0.0957748245
513	0.09571165104
514	0.09559592232
515	0.09546646458
516	0.09536307006
517	0.09516289266
518	0.09495970585
519	0.09486074822
520	0.09464580182
521	0.09442603293
522	0.09426657
523	0.09406054359
524	0.09385874042
525	0.09372074634
526	0.09365750153
527	0.0935718292
528	0.09334719786
529	0.09320872018
530	0.09314241719
531	0.09304429873
532	0.09285053578
533	0.09272935029
534	0.09260267704
535	0.09245105344
536	0.09234356834
537	0.09225478107
538	0.09207286119
539	0.09202753779
540	0.09181662754
541	0.09170417332
542	0.09159801672
543	0.09136389271
544	0.09121700818
545	0.09107762554
546	0.09102239489
547	0.090918567
548	0.09081746428
549	0.09068632484
550	0.09046940885
551	0.09033194111
552	0.09018750979
553	0.09008416259
554	0.09001013724
555	0.08985886708
556	0.0897220699
557	0.08943950658
558	0.08924222853
559	0.08912611428
560	0.08898478911
561	0.08892404477
562	0.08878470619
563	0.0886792261
564	0.08854872628
565	0.088391404
566	0.08824315095
567	0.08811806566
568	0.08802648715
569	0.08789556418
570	0.08773419727
571	0.0875466428
572	0.08742862999
573	0.08732671028
574	0.0872474379
575	0.08704878551
576	0.08693603388
577	0.08679446043
578	0.08668243204
579	0.08657052796
580	0.0864324286
581	0.08629279293
582	0.0862490027
583	0.08610467968
584	0.08599139451
585	0.08588885278
586	0.08577518811
587	0.0856940712
588	0.08560598026
589	0.08544375578
590	0.085232536
591	0.08514145808
592	0.08497487023
593	0.08485345243
594	0.08478263744
595	0.08464547384
596	0.08461844803
597	0.08454612356
598	0.08429189583
599	0.08418126689
600	0.08409558293
601	0.08400297804
602	0.08390375589
603	0.08372487563
604	0.08357373677
605	0.08348441502
606	0.08337773163
607	0.08330361472
608	0.08311629071
609	0.08287734792
610	0.08285142668
611	0.08274795956
612	0.0827108776
613	0.082655622
614	0.08258135854
615	0.08248878087
616	0.08238249186
617	0.08224154568
618	0.08215837529
619	0.08201388394
620	0.08192653214
621	0.08184403647
622	0.08177644259
623	0.08163684872
624	0.0814913928
625	0.0813847173
626	0.08125506843
627	0.08115134501
628	0.08100982363
629	0.080883372
630	0.08083809823
631	0.08081764754
632	0.08068799221
633	0.0805511458
634	0.08043109069
635	0.0802973337
636	0.08026520404
637	0.08013847948
638	0.07999826067
639	0.07987606386
640	0.07982330612
641	0.07979882468
642	0.07966580183
643	0.07961048089
644	0.07954424318
645	0.07946811722
646	0.07939688928
647	0.07928660668
648	0.07914101412
649	0.07897650399
650	0.07886422023
651	0.07874560031
652	0.07870562741
653	0.07857297147
654	0.0783726381
655	0.07825600697
656	0.07814541808
657	0.07805010133
658	0.07790968878
659	0.07782942362
660	0.07772736113
661	0.07765810455
662	0.07746894776
663	0.07737263558
664	0.07726367453
665	0.07720319161
666	0.07712039463
667	0.07702213665
668	0.07694040238
669	0.07680047587
670	0.07671377693
671	0.07666028952
672	0.07660695581
673	0.07651242525
674	0.07645165789
675	0.07634540012
676	0.07626029764
677	0.07610646968
678	0.07593653928
679	0.07579631739
680	0.07574223377
681	0.07559315455
682	0.07556977458
683	0.07546593542
684	0.07527796358
685	0.07522821184
686	0.07506829817
687	0.07506246326
688	0.07501778239
689	0.07495384183
690	0.07487617631
691	0.0747933417
692	0.07461727187
693	0.07454028292
694	0.07445969752
695	0.07440338781
696	0.07431338434
697	0.07423458243
698	0.07416519746
699	0.07412489784
700	0.07399289278
701	0.07386786435
702	0.0738234612
703	0.07377075674
704	0.07363039669
705	0.07357174464
706	0.07351913483
707	0.07346148845
708	0.07336837925
709	0.07325490478
710	0.07313786357
711	0.07302714347
712	0.07294286736
713	0.07289493467
714	0.07284306221
715	0.07276027337
716	0.07268857497
717	0.07263559208
718	0.07258942796
719	0.07253772634
720	0.07249851195
721	0.0723733775
722	0.07232359948
723	0.07225434195
724	0.0721808869
725	0.07206201428
726	0.0719606056
727	0.07189440546
728	0.07181831638
729	0.0716853376
730	0.0716270859
731	0.07151450704
732	0.07145834672
733	0.07134665778
734	0.07129375066
735	0.07121047233
736	0.07117843257
737	0.07109803773
738	0.07105294752
739	0.07098350022
740	0.07088280917
741	0.07082456586
742	0.07081554833
743	0.07072274681
744	0.07065300715
745	0.07059837504
746	0.07057911474
747	0.07051952582
748	0.07043445958
749	0.07037904221
750	0.07022266905
751	0.07017819802
752	0.07006599328
753	0.07004012406
754	0.06995586329
755	0.06987572811
756	0.06977560597
757	0.06964468031
758	0.06956583083
759	0.06955031448
760	0.06948936825
761	0.06939908965
762	0.06934085723
763	0.06924340987
764	0.06923049499
765	0.06920576406
766	0.06915583977
767	0.06900664167
768	0.06896516128
769	0.06892626459
770	0.06884572155
771	0.06870393247
772	0.06865390654
773	0.06856538076
774	0.0685307184
775	0.06849952873
776	0.06845426723
777	0.06840975123
778	0.06834811776
779	0.06826490707
780	0.06816177707
781	0.06809802619
782	0.06802000672
783	0.06790192201
784	0.06783342921
785	0.06776046574
786	0.06769487014
787	0.06760582862
788	0.06756375987
789	0.06745924335
790	0.06738616477
791	0.06731883755
792	0.06723852483
793	0.06715421104
794	0.06711530141
795	0.06704446352
796	0.06703372795
797	0.06697403901
798	0.0669609166
799	0.06686999571
800	0.06678222689
801	0.06672436267
802	0.06666936338
803	0.0665701012
804	0.06646545818
805	0.06640452855
806	0.06636428343
807	0.06631457834
808	0.06626440929
809	0.06620563675
810	0.06610538771
811	0.06599370311
812	0.06594062686
813	0.06587303381
814	0.06581285151
815	0.06577996277
816	0.06572045262
817	0.06564131575
818	0.06563091239
819	0.065576836
820	0.06549273805
821	0.06543812822
822	0.06540642387
823	0.06532772993
824	0.06519985915
825	0.06514323853
826	0.06513054358
827	0.06507310249
828	0.06498805499
829	0.06491813736
830	0.06489440966
831	0.06479474404
832	0.06472032527
833	0.06465152193
834	0.06462088499
835	0.06454156649
836	0.06438037854
837	0.06430189371
838	0.06422483173
839	0.06416344453
840	0.06410364607
841	0.06401947056
842	0.06396060407
843	0.06390163869
844	0.06389090387
845	0.06383975387
846	0.06377525782
847	0.06372690496
848	0.06370878419
849	0.06368292024
850	0.06355512412
851	0.06349644865
852	0.06347544335
853	0.06340723344
854	0.06334661505
855	0.06323623336
856	0.0631158899
857	0.06300401164
858	0.06292633886
859	0.06288312364
860	0.06280002263
861	0.06274336796
862	0.06268186388
863	0.06259247796
864	0.06253844899
865	0.06247766276
866	0.06244477921
867	0.06237390775
868	0.06232127195
869	0.06225059435
870	0.0621399217
871	0.06204504165
872	0.06198302622
873	0.06193270813
874	0.06182180427
875	0.06171015058
876	0.06162579693
877	0.06155793788
878	0.06150346811
879	0.06145743133
880	0.06136878343
881	0.06127649962
882	0.06122738788
883	0.06116919848
884	0.06111557045
885	0.06105783288
886	0.06100039379
887	0.06094032529
888	0.06088923304
889	0.06083836629
890	0.06080091536
891	0.06073357378
892	0.06065102234
893	0.0605671398
894	0.06051122163
895	0.06037834029
896	0.06032863666
897	0.06028621599
898	0.06027156805
899	0.0602067689
900	0.06012678023
901	0.06007440109
902	0.06000604445
903	0.05994201021
904	0.05984998037
905	0.05975957156
906	0.05972012484
907	0.05967305959
908	0.05962043317
909	0.05957388358
910	0.05952811306
911	0.05945067568
912	0.05938286085
913	0.05933583034
914	0.05924444509
915	0.05920410805
916	0.05912777813
917	0.05911060378
918	0.05906752297
919	0.05902817214
920	0.05896152683
921	0.05885899207
922	0.05879605101
923	0.05872700306
924	0.05869036586
925	0.05862285671
926	0.05858018622
927	0.05850600402
928	0.05847163791
929	0.05839499751
930	0.05835282934
931	0.05828602841
932	0.05824299889
933	0.0582010321
934	0.05816075868
935	0.05808676561
936	0.0580147603
937	0.0579848581
938	0.05790842421
939	0.05785690525
940	0.05778450197
941	0.05771214258
942	0.0576521365
943	0.05760041961
944	0.05754782134
945	0.05751506237
946	0.0574574963
947	0.05740658692
948	0.05734222125
949	0.05732205262
950	0.05723629013
951	0.05722112878
952	0.05718969286
953	0.05717754235
954	0.05714070732
955	0.05708219523
956	0.05700330395
957	0.05693056197
958	0.05687000752
959	0.05681476849
960	0.05677728683
961	0.056721863
962	0.0566854561
963	0.05661822845
964	0.05654885708
965	0.05645038165
966	0.05642882504
967	0.05636839644
968	0.05633385755
969	0.05629166474
970	0.05622666736
971	0.05618398544
972	0.05613093274
973	0.05609261966
974	0.05604605435
975	0.05598783883
976	0.05595016458
977	0.05594053836
978	0.05586409347
979	0.0558058248
980	0.05571849567
981	0.05567785952
982	0.0556349742
983	0.05557911086
984	0.05550289979
985	0.05544363851
986	0.05541529344
987	0.0553525843
988	0.05526374145
989	0.05521354968
990	0.05514406627
991	0.05512035672
992	0.05505918675
993	0.05504771409
994	0.05502823932
995	0.0549646652
996	0.05490325801
997	0.05483572939
998	0.05482868829
999	0.05477153328
1000	0.05474039771
1001	0.05468787742
1002	0.05463744914
1003	0.05456299582
1004	0.05449559305
1005	0.05443176178
1006	0.05438111008
1007	0.05434355566
1008	0.05428434375
1009	0.05424121025
1010	0.05417769429
1011	0.05415768795
1012	0.05410917578
1013	0.0540585283
1014	0.05401222719
1015	0.05398831195
1016	0.05393730837
1017	0.05387062862
1018	0.05380621626
1019	0.05378126307
1020	0.05370577054
1021	0.05365411557
1022	0.05359698757
1023	0.05355710735
1024	0.05351912371
1025	0.05348421569
1026	0.05341794931
1027	0.05332478561
1028	0.05327859578
1029	0.05322911926
1030	0.05319976236
1031	0.05316613424
1032	0.05313811598
1033	0.05309583241
1034	0.05303821959
1035	0.05297348003
1036	0.05294118691
1037	0.05288693163
1038	0.0528467135
1039	0.05280972474
1040	0.05275744105
1041	0.05272021308
1042	0.05268900861
1043	0.0526818379
1044	0.05264643476
1045	0.05261747248
1046	0.05259038727
1047	0.05257869646
1048	0.05252988475
1049	0.05245011199
1050	0.05241643446
1051	0.05238483594
1052	0.05233235828
1053	0.052257072
1054	0.05220451072
1055	0.05215405834
1056	0.05206914517
1057	0.05203812772
1058	0.05201965584
1059	0.05199620984
1060	0.05198238233
1061	0.05192755688
1062	0.05188812283
1063	0.05184863752
1064	0.05177309671
1065	0.05173394969
1066	0.05167767553
1067	0.05166135616
1068	0.05158984681
1069	0.05157385736
1070	0.05155228072
1071	0.05148322333
1072	0.05145524119
1073	0.05141999707
1074	0.0513996464
1075	0.05136569977
1076	0.05129886498
1077	0.05121731998
1078	0.05113832962
1079	0.05108843352
1080	0.05104526613
1081	0.05099377731
1082	0.05097263694
1083	0.05093596502
1084	0.05091508964
1085	0.05090533864
1086	0.05088577864
1087	0.05085215227
1088	0.05079452291
1089	0.050753388
1090	0.05070936041
1091	0.0506619028
1092	0.05062501734
1093	0.05058185301
1094	0.05055365936
1095	0.05053394006
1096	0.05046748315
1097	0.05043107735
1098	0.0503836923
1099	0.05034703508
1100	0.05030896341
1101	0.05026834389
1102	0.05022855442
1103	0.05018963332
1104	0.05014874626
1105	0.05008420101
1106	0.05004954237
1107	0.05002137702
1108	0.04998241244
1109	0.04991301195
1110	0.04987049473
1111	0.04982580424
1112	0.04976530448
1113	0.04972583807
1114	0.04967865814
1115	0.04964359192
1116	0.04960207962
1117	0.04953649614
1118	0.049491822
1119	0.04944689968
1120	0.04941877576
1121	0.04938770704
1122	0.0493501153
1123	0.04931340705
1124	0.04926747179
1125	0.04922167703
1126	0.04921050998
1127	0.04916038283
1128	0.04910768166
1129	0.04908331449
1130	0.04906914427
1131	0.04902464858
1132	0.04894399499
1133	0.04886448434
1134	0.04880855843
1135	0.04879544508
1136	0.04876460281
1137	0.04873538978
1138	0.04869618437
1139	0.04866362563
1140	0.04860193257
1141	0.04857895275
1142	0.04854431526
1143	0.04847842989
1144	0.04845999851
1145	0.04839929615
1146	0.04835522801
1147	0.04832517249
1148	0.04830567903
1149	0.048285077
1150	0.04826887137
1151	0.04820789626
1152	0.04818142441
1153	0.04811183097
1154	0.0481064789
1155	0.04807879849
1156	0.04804376309
1157	0.04798570161
1158	0.0479598785
1159	0.04792959097
1160	0.04790424156
1161	0.04787585677
1162	0.04784384725
1163	0.04780562055
1164	0.0477732197
1165	0.04774519728
1166	0.04770899432
1167	0.04768194666
1168	0.04764750908
1169	0.0475923543
1170	0.04756082834
1171	0.04754310862
1172	0.04752685534
1173	0.0474979815
1174	0.04747545555
1175	0.04741711032
1176	0.04739225531
1177	0.04736724677
1178	0.04735572812
1179	0.04732179081
1180	0.04730318342
1181	0.04729370543
1182	0.04721591641
1183	0.0471785976
1184	0.04715725688
1185	0.04709799767
1186	0.04708137384
1187	0.04701911853
1188	0.04696943701
1189	0.04693414844
1190	0.04687717774
1191	0.04685831881
1192	0.04678993153
1193	0.04673361128
1194	0.04671299708
1195	0.04666213077
1196	0.04662074205
1197	0.04657916354
1198	0.04653996295
1199	0.0465162932
1200	0.04647804788
1201	0.04645174089
1202	0.04639952563
1203	0.04636734883
1204	0.04631309816
1205	0.04629083784
1206	0.0462405631
1207	0.04621416818
1208	0.0461567604
1209	0.04609767829
1210	0.04604303602
1211	0.0460166741
1212	0.04596902374
1213	0.04592002131
1214	0.04590549998
1215	0.04585237258
1216	0.0458105196
1217	0.04574608841
1218	0.04570360447
1219	0.04566632803
1220	0.04563997645
1221	0.0456165782
1222	0.04556563296
1223	0.04552893523
1224	0.04549760097
1225	0.04543940854
1226	0.04542167623
1227	0.04536404766
1228	0.0453312358
1229	0.04530307447
1230	0.04524716457
1231	0.04519166793
1232	0.04514871234
1233	0.04511965681
1234	0.04509402076
1235	0.04502833349
1236	0.04499335079
1237	0.0449547359
1238	0.04491549093
1239	0.0448818438
1240	0.04484121854
1241	0.04481123039
1242	0.04473786725
1243	0.044712947
1244	0.04469353691
1245	0.04466281565
1246	0.04463049482
1247	0.04460140525
1248	0.04455982159
1249	0.04454488769
1250	0.04452505357
1251	0.04449019728
1252	0.04445775591
1253	0.04442544639
1254	0.04440628671
1255	0.04437870328
1256	0.04429522349
1257	0.04425815475
1258	0.04421368991
1259	0.04418010937
1260	0.04411182934
1261	0.04405921652
1262	0.04403925029
1263	0.04402662484
1264	0.04401561116
1265	0.04398156997
1266	0.04392274671
1267	0.04388219405
1268	0.04384603285
1269	0.04383007517
1270	0.04379734584
1271	0.04376859421
1272	0.04374508429
1273	0.04371223736
1274	0.04368668633
1275	0.0436410028
1276	0.04362081344
1277	0.04358751517
1278	0.04353052188
1279	0.04351117164
1280	0.04346908306
1281	0.04341642876
1282	0.04340304628
1283	0.04337297795
1284	0.04334246011
1285	0.04330397943
1286	0.04328049127
1287	0.04325616822
1288	0.04322078799
1289	0.04319368403
1290	0.04316862869
1291	0.04314846549
1292	0.04310543468
1293	0.04307429013
1294	0.0430659827
1295	0.04301538035
1296	0.04298387196
1297	0.04296028754
1298	0.04291908168
1299	0.04290127283
1300	0.04287498725
1301	0.04284118044
1302	0.0427921635
1303	0.04277983317
1304	0.04274123803
1305	0.04269719337
1306	0.04267170015
1307	0.0426487957
1308	0.04261594632
1309	0.04258692471
1310	0.04255687344
1311	0.04253044234
1312	0.04248547979
1313	0.04244745585
1314	0.04242578077
1315	0.04239233226
1316	0.04235795573
1317	0.04233884879
1318	0.0422998121
1319	0.04227351286
1320	0.04225187853
1321	0.0422217586
1322	0.04218029043
1323	0.04213895918
1324	0.04211027715
1325	0.04207019194
1326	0.04203278776
1327	0.04201580701
1328	0.04196809959
1329	0.04195064723
1330	0.04193447814
1331	0.0419167017
1332	0.04189597849
1333	0.04188410267
1334	0.04186709534
1335	0.0418299092
1336	0.04180736349
1337	0.04177748316
1338	0.04175873525
1339	0.04172139726
1340	0.04168284349
1341	0.04165164088
1342	0.04163747945
1343	0.041620069
1344	0.04160511958
1345	0.04158142365
1346	0.04152348899
1347	0.04150218683
1348	0.04148789861
1349	0.04147781368
1350	0.04145346463
1351	0.04144482889
1352	0.04142488255
1353	0.04139811881
1354	0.0413541403
1355	0.04132801354
1356	0.04130073649
1357	0.04125415185
1358	0.04122507218
1359	0.04117900619
1360	0.04116290344
1361	0.04112175801
1362	0.04109444773
1363	0.04106989941
1364	0.04102445658
1365	0.04098991915
1366	0.04098307981
1367	0.04095486032
1368	0.04092618098
1369	0.04088100104
1370	0.04085944997
1371	0.0408340907
1372	0.04082097061
1373	0.04079841884
1374	0.04077265384
1375	0.04075275489
1376	0.04072686472
1377	0.04070888091
1378	0.04068713223
1379	0.04064789788
1380	0.04063170411
1381	0.04059802731
1382	0.04059002041
1383	0.04056735611
1384	0.04055028294
1385	0.04053686029
1386	0.04048392722
1387	0.04045809848
1388	0.0404417375
1389	0.04043154546
1390	0.04041389954
1391	0.04037970923
1392	0.04034658141
1393	0.0402996709
1394	0.0402780227
1395	0.04026205846
1396	0.04024928108
1397	0.0402086672
1398	0.04018288849
1399	0.04014873445
1400	0.04013030589
1401	0.04010864824
1402	0.04006894321
1403	0.04004997904
1404	0.04002029637
1405	0.03997909203
1406	0.03995871296
1407	0.03992671689
1408	0.03990852337
1409	0.0398762908
1410	0.03983649164
1411	0.03981266837
1412	0.03979612047
1413	0.03975975971
1414	0.03970406515
1415	0.03967575007
1416	0.03964916388
1417	0.0396121598
1418	0.03956839732
1419	0.03953273759
1420	0.03951810566
1421	0.03949767754
1422	0.03946149436
1423	0.03944404329
1424	0.03940021458
1425	0.0393791801
1426	0.0393590299
1427	0.03933908675
1428	0.03932104753
1429	0.03930229705
1430	0.03926622285
1431	0.03923135547
1432	0.03919903809
1433	0.03916534068
1434	0.03912878565
1435	0.03910885751
1436	0.0390967516
1437	0.03906801527
1438	0.03904934037
1439	0.03902058986
1440	0.03898418151
1441	0.03896084356
1442	0.03894148006
1443	0.03892293648
1444	0.03889870142
1445	0.03886514461
1446	0.03883462212
1447	0.03881498534
1448	0.03880390288
1449	0.03878407003
1450	0.03875982162
1451	0.03873250115
1452	0.0387186703
1453	0.03866473505
1454	0.03865272583
1455	0.03864080163
1456	0.0386232257
1457	0.03857758253
1458	0.03854493687
1459	0.03852612913
1460	0.03849584519
1461	0.0384845171
1462	0.03847050874
1463	0.03845067838
1464	0.03843655341
1465	0.03840708337
1466	0.03839839209
1467	0.03834246892
1468	0.0383157797
1469	0.03830516913
1470	0.03829059319
1471	0.03827765548
1472	0.03825454108
1473	0.03824461474
1474	0.0382046974
1475	0.03816349167
1476	0.0381204572
1477	0.03810027835
1478	0.03807632589
1479	0.03805912555
1480	0.03804885106
1481	0.03800633664
1482	0.03796209084
1483	0.03793715318
1484	0.03792491798
1485	0.03789811297
1486	0.03787277296
1487	0.03784237372
1488	0.03781496498
1489	0.0377931278
1490	0.03776992787
1491	0.03775908832
1492	0.03774042974
1493	0.03772144137
1494	0.03768726283
1495	0.03766388392
1496	0.03763452091
1497	0.03761136326
1498	0.03758337153
1499	0.03756178048
1500	0.03754063923
1501	0.03752652813
1502	0.03750341545
1503	0.03749038754
1504	0.03747079409
1505	0.03744509501
1506	0.03742189606
1507	0.0373910723
1508	0.03736350823
1509	0.03735292033
